order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
2327,_____ _____,_________ ___,______,barmer,0,baytu bhimji,virendra nagar,samdari
2328,______ _______ __ ____,______ _______ __ ____,______,barmer,0,nagoni dhatwalo ki dhani,nagoni dhatwalo ki dhani,samdari
2329,______ _______ __ ____,________ ______,______,barmer,0,nagoni dhatwalo ki dhani,nathani jonio,samdari
2330,______ _______ __ ____,__ ____,______,barmer,0,nagoni dhatwalo ki dhani,ki dhani,samdari
2331,______ _______ __ ____,_____ ______ __,______,barmer,0,nagoni dhatwalo ki dhani,panoni jonio,samdari
2332,______ _______ __ ____,________ ___,______,barmer,0,nagoni dhatwalo ki dhani,khembaba nagar,samdari
2333,______ _______ __ ____,______ __ ____,______,barmer,0,nagoni dhatwalo ki dhani,kakado dhani,samdari
2334,______ _______ __ ____,________ ________,______,barmer,0,nagoni dhatwalo ki dhani,dananiyo megwal,samdari
2335,______ _______ __ ____,______ ___,______,barmer,0,nagoni dhatwalo ki dhani,ramdev nagar,samdari
2336,______ _______ __ ____,_________,______,barmer,0,nagoni dhatwalo ki dhani,jasnathpura,samdari
2337,______ _______ __ ____,______ ____,______,barmer,0,nagoni dhatwalo ki dhani,old village,samdari
2338,______ _______ __ ____,___ ____,______,barmer,0,nagoni dhatwalo ki dhani,new village,samdari
2339,______ _______ __ ____,________ __ ____,______,barmer,0,nagoni dhatwalo ki dhani,benivalo ki dhani,samdari
2340,_____,________ __ ___,______,barmer,0,bhimda,chowkhanio's tala,samdari
2341,_____,______ __ ___,______,barmer,0,bhimda,isramo's tala,samdari
2342,_____,________ __ ___,______,barmer,0,bhimda,rugonio's tala,samdari
2343,_____,______ __ ____,______,barmer,0,bhimda,janguo ki dhani,samdari
2344,_____,__________ __ ____ 7 .,______,barmer,0,bhimda,dhani 7.,samdari
2345,_____,_______,______,barmer,0,bhimda,haruponi,samdari
2346,_____,______ ________ __,______,barmer,0,bhimda,jioni megwal,samdari
2347,____ __ ____,___ ____,______,barmer,0,hudo ki dhani,chava nada,samdari
2348,____ __ ____,_________,______,barmer,0,hudo ki dhani,takliasar,samdari
2349,____ __ ____,_______,______,barmer,0,hudo ki dhani,gangawas,samdari
2350,____ __ ____,_________ __ ____,______,barmer,0,hudo ki dhani,muknoni ki dhani,samdari
2351,_________,___ ______,______,barmer,0,singodia,new batadu,samdari
2352,_________,______,______,barmer,0,singodia,rewali,samdari
2353,_________,__ ______,______,barmer,0,singodia,new rewali,samdari
2354,_________,_______,______,barmer,0,singodia,deadwali,samdari
2355,_________,_________,______,barmer,0,singodia,singodia,samdari
2356,_________,___ _________,______,barmer,0,singodia,new singodia,samdari
2357,_________,_________ __ ____,______,barmer,0,singodia,dhani ki dhani,samdari
2358,_________,_________,______,barmer,0,singodia,gomateshwar,samdari
2359,_________,________ __ ____,______,barmer,0,singodia,chaini ki dhani,samdari
2360,_________,______ __ ____,______,barmer,0,singodia,hingdo's dhani,samdari
2361,_____ ______,_____ ______,______,barmer,0,baytu chimanji,baytu chimanji,samdari
2362,_____ ______,______ ______ __,______,barmer,0,baytu chimanji,padmoni godo ki,samdari
2363,_____ ______,____,______,barmer,0,baytu chimanji,dhani,samdari
2364,_____ ______,________ ________ __,______,barmer,0,baytu chimanji,deeromoni,samdari
2365,_____ ______,______ _______ __,______,barmer,0,baytu chimanji,rooponi bangarvo ki,samdari
2366,_____ ______,_________,______,barmer,0,baytu chimanji,kerlipura,samdari
2367,_____ ______,_____ __ ___,______,barmer,0,baytu chimanji,hemji's tala,samdari
2368,_____ ______,_______,______,barmer,0,baytu chimanji,savalsar,samdari
2369,_____ ______,_____,______,barmer,0,baytu chimanji,jasder,samdari
2370,_____ ______,_______ __ ____,______,barmer,0,baytu chimanji,bangdwo's dhani,samdari
2371,_____ ______,________ ______ __,______,barmer,0,baytu chimanji,sagromoni godaro ki,samdari
2372,____,______,______,barmer,0,kolu,leelasar,samdari
2373,____,______,______,barmer,0,kolu,morala,samdari
2374,____,____,______,barmer,0,kolu,kolu,samdari
2375,____,_______,______,barmer,0,kolu,pabusara,samdari
2376,____,_______,______,barmer,0,kolu,dablia,samdari
2377,____,_______,______,barmer,0,kolu,jugtasar,samdari
2378,____,_______ __ ___,______,barmer,0,kolu,dhatwalo's tala,samdari
2379,____,__________ __ ____,______,barmer,0,rateu,hirajani ki dhani,samdari
2380,____,___ __ ____,______,barmer,0,rateu,dhani ki dhani,samdari
2381,____,_________ ______,______,barmer,0,rateu,fatumbia nadia,samdari
2382,____,_____ ____,______,barmer,0,rateu,patali nadi,samdari
2383,____,______ __ ____,______,barmer,0,rateu,sai ki dhani,samdari
2384,____,_________ __ ____,______,barmer,0,rateu,dheeoni dhani,samdari
2385,____,________ __ ____,______,barmer,0,rateu,dhani ki dhani,samdari
2386,____,______,______,barmer,0,nausar,bhatsara,samdari
2387,____,______,______,barmer,0,nausar,mukansar,samdari
2388,____,__________ __ ____,______,barmer,0,nausar,dhani of meermohmad,samdari
2389,____,_____ ____,______,barmer,0,nausar,kerli nadi,samdari
2390,____,________ __,______,barmer,0,nausar,karnipura chak,samdari
2391,____,______,______,barmer,0,nausar,charanet,samdari
2392,____,___________,______,barmer,0,nausar,urriasara,samdari
2393,_______,_____,______,barmer,0,kosaria,lapla,samdari
2394,______,______,____,barmer,0,chidia,kerala,gida
2395,______,_____,____,barmer,0,chidia,lopli,gida
2396,______,_____,____,barmer,0,chidia,utharani,gida
2397,______,_____,____,barmer,0,chidia,sakari,gida
2398,______,_________,____,barmer,0,chidia,poundary,gida
2399,_____ ________,_____ ________,____,barmer,0,kharda bharat singh,kharda bharat singh,gida
2400,_____ ________,______ _____,____,barmer,0,kharda bharat singh,jodhani sarano,gida
2401,_____ ________,__ ____,____,barmer,0,kharda bharat singh,ki dhani,gida
2402,_____ ________,______,____,barmer,0,kharda bharat singh,bhairassar,gida
2403,_____ ________,__________,____,barmer,0,kharda bharat singh,hanumanpura,gida
2404,_____ ________,______ ______,____,barmer,0,kharda bharat singh,kharda charanan,gida
2405,_____ ________,______,____,barmer,0,kharda bharat singh,malasar,gida
2406,______,____,____,barmer,0,santra,dholu,gida
2407,______,______ __ _____,____,barmer,0,santra,karnoto's kheda,gida
2408,______,______,____,barmer,0,santra,kerala,gida
2409,______,_____,____,barmer,0,santra,jhund,gida
2410,______,_____ ______,____,barmer,0,santra,jhund south,gida
2411,______,_____ ____,____,barmer,0,santra,orange doli,gida
2412,______,___________,____,barmer,0,santra,rediyatler,gida
2413,______,_______ _________,____,barmer,0,santra,rideya ramdevanagar,gida
2414,______,__ _____,____,barmer,0,santra,chak lopli,gida
2415,______,__ _______,____,barmer,0,santra,chak siagon,gida
2416,______,__ ____,____,barmer,0,santra,ki dhani,gida
2417,______,__ _____,____,barmer,0,santra,chak orange,gida
2418,______,________,____,barmer,0,santra,derinadi,gida
2419,______,______ __ _____,____,barmer,0,santra,mataji's bhakhari,gida
2420,_____,_____ ____,____,barmer,0,jajwa,jajwa ig,gida
2421,_____,_________,____,barmer,0,jajwa,eklavnagar,gida
2422,_____,______,____,barmer,0,jajwa,bhimgaon,gida
2423,_____,_______,____,barmer,0,jajwa,rajpura,gida
2424,_____,_______ ____ ______,____,barmer,0,jajwa,devpura aka gogasar,gida
2425,_____,_________,____,barmer,0,jajwa,sardarpura,gida
2426,_____,_______,____,barmer,0,jajwa,fatehanagar,gida
2427,_____,__________,____,barmer,0,jajwa,panwaspura,gida
2428,____,________ __ ____,____,barmer,0,pareu,benivalo ki dhani,gida
2429,____,_______ __ ____,____,barmer,0,pareu,reforcement berry,gida
2430,____,_____ __ ____,____,barmer,0,pareu,jagram ki dhani,gida
2431,____,__________ __ ____,____,barmer,0,pareu,bera of mukanani,gida
2432,____,______ ______,____,barmer,0,pareu,pirani saiyas,gida
2433,_________,_______ __ ____,____,barmer,0,kumpaliya,dhani ki dhani,gida
2434,_________,_________,____,barmer,0,kumpaliya,kumpaliya,gida
2435,_________,__________,____,barmer,0,kumpaliya,dungranada,gida
2436,_________,_______ __ ____,____,barmer,0,kumpaliya,jongu ki dhani,gida
2437,_________,__________ __ ____,____,barmer,0,kumpaliya,jhimponio's dhani,gida
2438,_____,________ __ ____,____,barmer,0,sohda,dhani of meghwalas,gida
2439,_____,______ __ ____,____,barmer,0,sohda,delu ki dhani,gida
2440,_____,______ __ ____,____,barmer,0,sohda,lemon's dhani,gida
2441,_____,_______ __ ____,____,barmer,0,sohda,dhani ki dhani,gida
2442,_____,_____ __ ____,____,barmer,0,sohda,lango ki dhani,gida
2443,____,______,____,barmer,0,gida,gogasar,gida
2444,____,__ _____,____,barmer,0,gida,chak utharani,gida
2445,____,_______,____,barmer,0,gida,maldeeta,gida
2446,_____,______ _____ __,____,barmer,0,jakhda,anadoni jakho ki,gida
2447,_____,____,____,barmer,0,jakhda,dhani,gida
2448,_____,_______,____,barmer,0,jakhda,danpura,gida
2449,_____,_______ __ _____,____,barmer,0,jakhda,godars basti,gida
2450,_____,________ __ _____,____,barmer,0,kanod,megwal's settlement,gida
2451,_____,______ ___,____,barmer,0,kanod,nagana tala,gida
2452,_____,________,____,barmer,0,kanod,chilanadi,gida
2453,_____,_______ __ ____,____,barmer,0,kanod,dhani ki dhani,gida
2454,_____,__________ __ ___,____,barmer,0,kanod,mobiles tala,gida
2455,_____,________ __ ___,____,barmer,0,kanod,khartani's fried,gida
2456,_____,____________ __ ___,____,barmer,0,kanod,indranis tala,gida
2457,________ ______,________,______,barmer,0,araniali maachan,galanadi,sindhri
2458,________ ______,______ ___,______,barmer,0,araniali maachan,mahadev nagar,sindhri
2459,____ ____ ____,______ ____,______,barmer,0,juna sweet kheda,moriya nada,sindhri
2460,____ ____ ____,_____,______,barmer,0,juna sweet kheda,borla,sindhri
2461,____ ____ ____,______,______,barmer,0,juna sweet kheda,jhinjhani,sindhri
2462,____ ____ ____,_______ __ __ ____,______,barmer,0,juna sweet kheda,sweet of bhavagiri ji,sindhri
2463,____ ____ ____,_________,______,barmer,0,juna sweet kheda,kathadia,sindhri
2464,____ ____ ____,______ ____,______,barmer,0,juna sweet kheda,golia bhata,sindhri
2465,____ ____ ____,_____ ______,______,barmer,0,juna sweet kheda,adarsh __golia,sindhri
2466,____,______ ____,______,barmer,0,bhata,gogaji dhora,sindhri
2467,____,_____,______,barmer,0,bhata,roopsar,sindhri
2468,____,_______ ________,______,barmer,0,bhata,dhudiya motisinh,sindhri
2469,____,______ ____,______,barmer,0,bhata,kapuri nadi,sindhri
2470,____,______,______,barmer,0,bhata,dholpur,sindhri
2471,____,_______,______,barmer,0,bhata,jalpanana,sindhri
2472,____,______ ______,______,barmer,0,dhanwa,golia maachan,sindhri
2473,____,_____,______,barmer,0,dhanwa,bamani,sindhri
2474,____,____ __ ____,______,barmer,0,dhanwa,hem ki dhani,sindhri
2475,____,______,______,barmer,0,dhanwa,anopgarh,sindhri
2476,____,______,______,barmer,0,dhanwa,etwaya,sindhri
2477,_____ _______,_______,______,barmer,0,bhunka vagat singh,derpana,sindhri
2478,_____ _______,________,______,barmer,0,bhunka vagat singh,kathanada,sindhri
2479,______,________,______,barmer,0,lohidi,ghanchida,sindhri
2480,______,___ ___,______,barmer,0,lohidi,shah nagar,sindhri
2481,______,______ ___,______,barmer,0,lohidi,derasar nagar,sindhri
2482,______,_______ ______ __,______,barmer,0,lohidi,kaluoni doodio ki,sindhri
2483,______,____,______,barmer,0,lohidi,dhani,sindhri
2484,______,________ __ ____,______,barmer,0,lohidi,tilono dhani,sindhri
2485,____,____ ____,______,barmer,0,doing,bhana magra,sindhri
2486,____,_____ _____,______,barmer,0,doing,champa bhakhari,sindhri
2487,____,_____ ______,______,barmer,0,doing,girli branan,sindhri
2488,____,____,______,barmer,0,doing,amjar,sindhri
2489,____,______,______,barmer,0,doing,manavas,sindhri
2490,____,_____ _______,______,barmer,0,doing,bhunka thansingh,sindhri
2491,_______,_______ __ ____,______,barmer,0,dandali,servant dhani,sindhri
2492,_______,_____ __ ____,______,barmer,0,dandali,sareli ki dhani,sindhri
2493,_______,________ __ ____,______,barmer,0,dandali,dhani of dhatwalas,sindhri
2494,_______,______,______,barmer,0,dandali,gangli,sindhri
2495,_______,______ _____,______,barmer,0,dandali,evadi manji,sindhri
2496,_______,______ _____,______,barmer,0,dandali,bawdi khurd,sindhri
2497,_______,_____,______,barmer,0,dandali,jharokha,sindhri
2498,_______,_____ ______,______,barmer,0,dandali,girli kitpal,sindhri
2499,_____,__ _____,______,barmer,0,communication,new commond,sindhri
2500,_____,_____ _____,______,barmer,0,communication,evadi bhimji,sindhri
2501,_____,__________,______,barmer,0,communication,mahadevpura,sindhri
2502,_____,_______,______,barmer,0,communication,piprala,sindhri
2503,_____,_____ ______,______,barmer,0,communication,evadi chausira,sindhri
2504,_____,______,______,barmer,0,communication,raneri,sindhri
2505,_____,__ ______,______,barmer,0,communication,new raneri,sindhri
2506,______,_____ __ ____,______,barmer,0,bilaser,dhanne ki dhani,sindhri
2507,______,_____ ___,______,barmer,0,bilaser,jasnath nagar,sindhri
2508,______ ___,______ ____,______,barmer,0,nimbal coat,nimbal nadi,sindhri
2509,______ ___,______ __ ____,______,barmer,0,nimbal coat,siago ki dhani,sindhri
2510,______ ___,______ ______ __,______,barmer,0,nimbal coat,dolani of siago,sindhri
2511,______ ___,___,______,barmer,0,nimbal coat,tala,sindhri
2512,______ ___,______ _______ __,______,barmer,0,nimbal coat,lakhani megwalo,sindhri
2513,______ ___,____,______,barmer,0,nimbal coat,dhani,sindhri
2514,______ ___,______ ______ __,______,barmer,0,nimbal coat,lakhani godaro ki,sindhri
2515,______ ___,_______ __ ____,______,barmer,0,nimbal coat,jani's dhani,sindhri
2516,______ ___,_____,______,barmer,0,nimbal coat,sadecha,sindhri
2517,______ ___,_____ ________ __,______,barmer,0,nimbal coat,panani dhatwalas,sindhri
2518,______ ___,_______ _____ __,______,barmer,0,nimbal coat,budhrani hoods,sindhri
2519,______ ___,______,______,barmer,0,nimbal coat,rupnagar,sindhri
2520,________,________,______,barmer,0,kadanadi,mandavala,sindhri
2521,________,____ __ ____,______,barmer,0,kadanadi,magji ki dhani,sindhri
2522,________,______ _______ __,______,barmer,0,kadanadi,bhanasar dhatwalo ki,sindhri
2523,________,____,______,barmer,0,kadanadi,dhani,sindhri
2524,________,______ ____,______,barmer,0,kadanadi,jerk nadi,sindhri
2525,________,______ __ ____,______,barmer,0,kadanadi,dhani of cools,sindhri
2526,________,______ ____,______,barmer,0,kadanadi,laxman pura,sindhri
2527,________,________,______,barmer,0,kadanadi,lakhaberry,sindhri
2528,________,_____ __ ____,______,barmer,0,kadanadi,dhani ki dhani,sindhri
2529,________,_____ _______,______,barmer,0,kadanadi,nagra kumpji,sindhri
2530,________,______ ____,______,barmer,0,kadanadi,karala get,sindhri
2531,________,_________,______,barmer,0,kadanadi,jasnathpura,sindhri
2532,________,______,______,barmer,0,kadanadi,darguda,sindhri
2533,________,_____ ____ _____,______,barmer,0,kadanadi,siddha shri jasnath,sindhri
2534,________,___,______,barmer,0,kadanadi,city,sindhri
2535,________,________,______,barmer,0,kadanadi,batwas,sindhri
2536,________,____ ____ _______,______,barmer,0,kadanadi,juna kheda darguda,sindhri
2537,__ ______,_________,______,barmer,0,ed sindhri,kherajpura,sindhri
2538,__ ______,__ _____,______,barmer,0,ed sindhri,ed manji,sindhri
2539,__ ______,______ __ ____,______,barmer,0,ed sindhri,bera of vanakas,sindhri
2540,__ ______,__ _______,______,barmer,0,ed sindhri,ed amarsingh,sindhri
2541,__ ______,_____ _______,______,barmer,0,ed sindhri,dabhad bhatian,sindhri
2542,__ ______,______ ______ __ ___,______,barmer,0,ed sindhri,residence of vishnu temple,sindhri
2543,___,________,______,barmer,0,sleep,saddhanji,sindhri
2544,___,________,______,barmer,0,sleep,prabhunagar,sindhri
2545,___,_______,______,barmer,0,sleep,hardalsar,sindhri
2546,___,_________,______,barmer,0,sleep,indrasar,sindhri
2547,___,____ _____,______,barmer,0,sleep,rotten flock,sindhri
2548,___,________ ___,______,barmer,0,sleep,parmeshwar nagar,sindhri
2549,___,_______,______,barmer,0,sleep,khinayasar,sindhri
2550,___,_______ __ ____,______,barmer,0,sleep,dhani ki dhani,sindhri
2551,___,______ ___,______,barmer,0,sleep,narayan pur,sindhri
2552,___,_______ ___,______,barmer,0,sleep,ramkishan nagar,sindhri
2553,___,___ ___,______,barmer,0,sleep,hari nagar,sindhri
2554,___,______,______,barmer,0,sleep,bhatala,sindhri
2555,___,________ ___,______,barmer,0,sleep,jodheshwar nagar,sindhri
2556,___,_____ __,______,barmer,0,sleep,ideal,sindhri
2557,_____,_______ ______ __,______,barmer,0,koshlu,kehraani sarano,sindhri
2558,_____,______ _____ 4 .,______,barmer,0,koshlu,kharia khurd 4.,sindhri
2559,_____,________,______,barmer,0,koshlu,kishanpura,sindhri
2560,_____,________,______,barmer,0,koshlu,gangapura,sindhri
2561,_____,________ __ _______ ( ___ ),______,barmer,0,koshlu,dhanis of megalas (arts),sindhri
2562,_____,________ __ ____,______,barmer,0,koshlu,berry berry,sindhri
2563,_____,________ ____,______,barmer,0,koshlu,chhoralia nada,sindhri
2564,_____,________ __ _______ _____,______,barmer,0,koshlu,megwal's dhanians khurd,sindhri
2565,______ __ ____,______ ____,______,barmer,0,nehon's dhani,chipdi nadi,sindhri
2566,______ __ ____,_____,______,barmer,0,nehon's dhani,chipdi,sindhri
2567,______ __ ____,______ __ ___,______,barmer,0,nehon's dhani,saras of saran,sindhri
2568,______ __ ____,______ __ ____,______,barmer,0,nehon's dhani,saran's dhani,sindhri
2569,______ __ ____,_______ __ ____,______,barmer,0,nehon's dhani,megwalo's dhani,sindhri
2570,______ __ ____,_______ __ ____,______,barmer,0,nehon's dhani,godar's berry,sindhri
2571,______ __ ____,_____ __ ____,______,barmer,0,nehon's dhani,dhani of asu,sindhri
2572,______,________,______,barmer,0,lolava,aurangabad,sindhri
2573,______,______,______,barmer,0,lolava,lolava,sindhri
2574,______,_______ ____,______,barmer,0,lolava,mokharia nada,sindhri
2575,______,______,______,barmer,0,lolava,phulery,sindhri
2576,______,______,______,barmer,0,lolava,tukia,sindhri
2577,______,______ __ ____,______,barmer,0,lolava,dhani of saravan,sindhri
2578,______,_________ __ ____,______,barmer,0,lolava,talbanio dhani,sindhri
2579,____,________,______,barmer,0,hodu,kerylivas,sindhri
2580,____,________ __ ___,______,barmer,0,hodu,panonis fried,sindhri
2581,____,______,______,barmer,0,hodu,jogasar,sindhri
2582,_____ __ ____,_________,______,barmer,0,dhani ki dhani,mithiawas,sindhri
2583,_____ __ ____,________ __ ____,______,barmer,0,dhani ki dhani,dhani of potis,sindhri
