current_gp_name,old_gp_villages,old_gp_village_fixed,district,ps,order,gp_goog_translate,gp_village_goog_translate,ps_goog_translate,gp_village_fixed
बेलवा राणाजी,सगतनगर,सगतनगर,jodhpur,बालेसर,3059,belwa ranaji,sagatnagar,balesar,
निंबो का गांव,निंबो का गांव,निंबो का गांव,jodhpur,बालेसर,3060,nimbo village,nimbo village,balesar,
निंबो का गांव,घुडियाला,घुडियाला,jodhpur,बालेसर,3061,nimbo village,ghudiala,balesar,
निंबो का गांव,हनुमानपुरा,हनुमानपुरा,jodhpur,बालेसर,3062,nimbo village,hanumanpura,balesar,
निंबो का गांव,जीयाबेरी,जीयाबेरी,jodhpur,बालेसर,3063,nimbo village,jiaberry,balesar,
निंबो का गांव,नवलसर,नवलसर,jodhpur,बालेसर,3064,nimbo village,navalsar,balesar,
निंबो का गांव,जिनजिनयाला गोविन्दा,जिनजिनयाला गोविन्दा,jodhpur,बालेसर,3065,nimbo village,jinjinayala govinda,balesar,
निंबो का गांव,जाखडसर,जाखडसर,jodhpur,बालेसर,3066,nimbo village,jakhadsar,balesar,
निंबो का गांव,मदरूपनगर,मदरूपनगर,jodhpur,बालेसर,3067,nimbo village,madhupnagar,balesar,
निंबो का गांव,सुवेरी सांसण,सुवेरी सांसण,jodhpur,बालेसर,3068,nimbo village,suveri sanskrit,balesar,
गोपालसर,गोपालसर,गोपालसर,jodhpur,बालेसर,3070,gopalsar,gopalsar,balesar,
गोपालसर,जिनजिनयालाकला,जिनजिनयालाकला,jodhpur,बालेसर,3071,gopalsar,jinjinayalakala,balesar,
गोपालसर,गंगासर,गंगासर,jodhpur,बालेसर,3072,gopalsar,gangasar,balesar,
गोपालसर,हरिओमनगर,हरिओमनगर,jodhpur,बालेसर,3073,gopalsar,hariomnagar,balesar,
गोपालसर,चिमनगढ,चिमनगढ,jodhpur,बालेसर,3074,gopalsar,chimangarh,balesar,
गोपालसर,कानासर,कानासर,jodhpur,बालेसर,3075,gopalsar,kanasar,balesar,
गोपालसर,देवगढ,देवगढ,jodhpur,बालेसर,3076,gopalsar,devgarh,balesar,
गोपालसर,शहीदरमेघसिंहनगर .,शहीदरमेघसिंहनगर .,jodhpur,बालेसर,3077,gopalsar,shaheedramegh singh nagar.,balesar,
गोपालसर,रामदेवनगर,रामदेवनगर,jodhpur,बालेसर,3078,gopalsar,ramdevanagar,balesar,
उटाम्बर,उटाम्बर,उटाम्बर,jodhpur,बालेसर,3079,utambar,utambar,balesar,
उटाम्बर,अनोपसिंहनगर,अनोपसिंहनगर,jodhpur,बालेसर,3080,utambar,anopasinagar,balesar,
उटाम्बर,हनुमाननगर,हनुमाननगर,jodhpur,बालेसर,3081,utambar,hanumannagar,balesar,
उटाम्बर,शहीदगणपतसिंह नगर,शहीदगणपतसिंह नगर,jodhpur,बालेसर,3082,utambar,shaheed ganpat singh nagar,balesar,
उटाम्बर,राजसागर,राजसागर,jodhpur,बालेसर,3083,utambar,rajsagar,balesar,
उटाम्बर,मोतीसागर,मोतीसागर,jodhpur,बालेसर,3084,utambar,motisagar,balesar,
उटाम्बर,प्रहलादपुरा,प्रहलादपुरा,jodhpur,बालेसर,3085,utambar,prahladpura,balesar,
उटाम्बर,मोलोजीका बेरा,मोलोजीका बेरा,jodhpur,बालेसर,3086,utambar,molozika bera,balesar,
उटाम्बर,मां सतीनगर,मां सतीनगर,jodhpur,बालेसर,3087,utambar,maa satinagar,balesar,
उटाम्बर,सायबनगर,सायबनगर,jodhpur,बालेसर,3088,utambar,saibnagar,balesar,
उटाम्बर,सारणनगर,सारणनगर,jodhpur,बालेसर,3089,utambar,sarannagar,balesar,
उटाम्बर,सज्जनसागर,सज्जनसागर,jodhpur,बालेसर,3090,utambar,sajjansagar,balesar,
खुडियाला,खुडियाला,खुडियाला,jodhpur,बालेसर,3090,khudiala,khudiala,balesar,
खुडियाला,विजयनगर,विजयनगर,jodhpur,बालेसर,3090,khudiala,vijayanagar,balesar,
खुडियाला,पाबूनगर,पाबूनगर,jodhpur,बालेसर,3090,khudiala,paboonagar,balesar,
खुडियाला,चिडवई,चिडवई,jodhpur,बालेसर,3090,khudiala,chidwai,balesar,
केतुकला,केतुकला,केतुकला,jodhpur,बालेसर,3090,ketukla,ketukla,balesar,
केतुकला,हटेसिंहनगर,हटेसिंहनगर,jodhpur,बालेसर,3090,ketukla,hatesinghnagar,balesar,
केतुकला,सबलगढ,सबलगढ,jodhpur,बालेसर,3090,ketukla,sabalgarh,balesar,
केतुकला,खेतनगर,खेतनगर,jodhpur,बालेसर,3090,ketukla,khetnagar,balesar,
केतुकला,धीरपुरा,धीरपुरा,jodhpur,बालेसर,3090,ketukla,dhirpura,balesar,
केतुकला,मेहताबगढ,मेहताबगढ,jodhpur,बालेसर,3090,ketukla,mehtabgarh,balesar,
केतुकला,मोकमगढ,मोकमगढ,jodhpur,बालेसर,3090,ketukla,mokamgarh,balesar,
कुईइन्दा,कुईइन्दा,कुईइन्दा,jodhpur,बालेसर,3090,kuinda,kuinda,balesar,
कुईइन्दा,सतीमाता नगर,सतीमाता नगर,jodhpur,बालेसर,3090,kuinda,satimata nagar,balesar,
कुईइन्दा,कुईजोधा,कुईजोधा,jodhpur,बालेसर,3090,kuinda,kuizodha,balesar,
कुईइन्दा,केतुहामा,केतुहामा,jodhpur,बालेसर,3090,kuinda,ketuhama,balesar,
बावरली,बावरली,बावरली,jodhpur,बालेसर,3090,bavarli,bavarli,balesar,
बावरली,गाजणावास,गाजणावास,jodhpur,बालेसर,3090,bavarli,gazanwas,balesar,
बावरली,लुणावपुरा,लुणावपुरा,jodhpur,बालेसर,3090,bavarli,lunavpura,balesar,
बावरली,अजीतनगर,अजीतनगर,jodhpur,बालेसर,3090,bavarli,ajitnagar,balesar,
आगोलाई,आगोलाई,आगोलाई,jodhpur,बालेसर,,aagolai,aagolai,balesar,
आगोलाई,कोनरी,कोनरी,jodhpur,बालेसर,,aagolai,konari,balesar,
आगोलाई,हरियाणा,हरियाणा,jodhpur,बालेसर,,aagolai,haryana,balesar,
आगोलाई,पनीसर,पनीसर,jodhpur,बालेसर,,aagolai,panisar,balesar,
आगोलाई,उदयसर,उदयसर,jodhpur,बालेसर,,aagolai,udayar,balesar,
आगोलाई,गोकलनगर,गोकलनगर,jodhpur,बालेसर,,aagolai,gokalanagar,balesar,
आगोलाई,देवगढ,देवगढ,jodhpur,बालेसर,,aagolai,devgarh,balesar,
आगोलाई,टीकमगढ,टीकमगढ,jodhpur,बालेसर,,aagolai,tikamgarh,balesar,
ढाढणिया भायला,ढाढणिया भायला,ढाढणिया भायला,jodhpur,बालेसर,,dhadhania bhala,dhadhania bhala,balesar,
ढाढणिया भायला,हड़मतनगर,हड़मतनगर,jodhpur,बालेसर,,dhadhania bhala,hermatnagar,balesar,
ढाढणिया भायला,देवनगर,देवनगर,jodhpur,बालेसर,,dhadhania bhala,devanagar,balesar,
ढाढणिया भायला,खेतासर,खेतासर,jodhpur,बालेसर,,dhadhania bhala,khetasar,balesar,
ढाढणिया भायला,गुडियासर,गुडियासर,jodhpur,बालेसर,,dhadhania bhala,gudiyasar,balesar,
ढाढणिया भायला,नारायणनगर,नारायणनगर,jodhpur,बालेसर,,dhadhania bhala,narayannagar,balesar,
ढाढणिया भायला,गोदासर,गोदासर,jodhpur,बालेसर,,dhadhania bhala,godasar,balesar,
ढाढणिया भायला,पालीयालनगर,पालीयालनगर,jodhpur,बालेसर,,dhadhania bhala,paliyalanagar,balesar,
ढाढणिया भायला,हरिनगर,हरिनगर,jodhpur,बालेसर,,dhadhania bhala,harinagar,balesar,
ढाढणिया सांसण,ढाढणियासांसण,ढाढणियासांसण,jodhpur,बालेसर,,dhadhania sanshan,dhadhaniasansan,balesar,
ढाढणिया सांसण,जालमनगर,जालमनगर,jodhpur,बालेसर,,dhadhania sanshan,jalamanagar,balesar,
ढाढणिया सांसण,दूदाबेरा,दूदाबेरा,jodhpur,बालेसर,,dhadhania sanshan,dudabera,balesar,
ढाढणिया सांसण,ढाढणिया बरडा,ढाढणिया बरडा,jodhpur,बालेसर,,dhadhania sanshan,dhadhania barda,balesar,
ढाढणिया सांसण,जुडिया,जुडिया,jodhpur,बालेसर,,dhadhania sanshan,judia,balesar,
चामू,चामू,चामू,jodhpur,बालेसर,,chamu,chamu,balesar,
चामू,हरिसागर,हरिसागर,jodhpur,बालेसर,,chamu,harisagar,balesar,
चामू,बाघसागर,बाघसागर,jodhpur,बालेसर,,chamu,bagsagar,balesar,
चामू,रणजीतसागर,रणजीतसागर,jodhpur,बालेसर,,chamu,ranjitasagar,balesar,
बारनाउ,बारनाउ,बारनाउ,jodhpur,बालेसर,3093,barnaau,barnaau,balesar,
बारनाउ,बेरडों का बास,बेरडों का बास,jodhpur,बालेसर,3094,barnaau,barad's bass,balesar,
बारनाउ,करणीनगर,करणीनगर,jodhpur,बालेसर,3095,barnaau,karaninagar,balesar,
बारनाउ,केसरीयाकंवरनगर,केसरीयाकंवरनगर,jodhpur,बालेसर,3096,barnaau,kesariyakanvarnagar,balesar,
