order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate,,,,,,,,,,,,,,
2541,एड सिणधरी,डाभड़ भाटियान,सिणधरी,barmer,0,ed sindhri,dabhad bhatian,sindhri,,,,,,,,,,,,,,
2542,एड सिणधरी,विष्णु मन्दिर का वास,सिणधरी,barmer,0,ed sindhri,residence of vishnu temple,sindhri,,,,,,,,,,,,,,
2543,सडा,सड़ाधनजी,सिणधरी,barmer,0,sleep,saddhanji,sindhri,,,,,,,,,,,,,,
2544,सडा,प्रभूनगर,सिणधरी,barmer,0,sleep,prabhunagar,sindhri,,,,,,,,,,,,,,
2545,सडा,हरदालसर,सिणधरी,barmer,0,sleep,hardalsar,sindhri,,,,,,,,,,,,,,
2546,सडा,इन्द्रासर,सिणधरी,barmer,0,sleep,indrasar,sindhri,,,,,,,,,,,,,,
2547,सडा,सड़ा झुण्ड,सिणधरी,barmer,0,sleep,rotten flock,sindhri,,,,,,,,,,,,,,
2548,सडा,परमेश्वर नगर,सिणधरी,barmer,0,sleep,parmeshwar nagar,sindhri,,,,,,,,,,,,,,
2549,सडा,खींयासर,सिणधरी,barmer,0,sleep,khinayasar,sindhri,,,,,,,,,,,,,,
2550,सडा,भुंकरों की ढाणी,सिणधरी,barmer,0,sleep,dhani ki dhani,sindhri,,,,,,,,,,,,,,
2551,सडा,नारायण पूर,सिणधरी,barmer,0,sleep,narayan pur,sindhri,,,,,,,,,,,,,,
2552,सडा,रामकिशन नगर,सिणधरी,barmer,0,sleep,ramkishan nagar,sindhri,,,,,,,,,,,,,,
2553,सडा,हरि नगर,सिणधरी,barmer,0,sleep,hari nagar,sindhri,,,,,,,,,,,,,,
2554,सडा,भाटाला,सिणधरी,barmer,0,sleep,bhatala,sindhri,,,,,,,,,,,,,,
2555,सडा,जोधेश्वर नगर,सिणधरी,barmer,0,sleep,jodheshwar nagar,sindhri,,,,,,,,,,,,,,
2556,सडा,आदर्श सा,सिणधरी,barmer,0,sleep,ideal,sindhri,,,,,,,,,,,,,,
2557,कोशलू,केहराणी सारणों का,सिणधरी,barmer,0,koshlu,kehraani sarano,sindhri,,,,,,,,,,,,,,
2558,कोशलू,खारिया खुर्द 4 .,सिणधरी,barmer,0,koshlu,kharia khurd 4.,sindhri,,,,,,,,,,,,,,
2559,कोशलू,किशनपुरा,सिणधरी,barmer,0,koshlu,kishanpura,sindhri,,,,,,,,,,,,,,
2560,कोशलू,गंगापुरा,सिणधरी,barmer,0,koshlu,gangapura,sindhri,,,,,,,,,,,,,,
2561,कोशलू,मेगवालों की ढाणियां ( कला ),सिणधरी,barmer,0,koshlu,dhanis of megalas (arts),sindhri,,,,,,,,,,,,,,
2562,कोशलू,बनोणियों की बेरी,सिणधरी,barmer,0,koshlu,berry berry,sindhri,,,,,,,,,,,,,,
2563,कोशलू,छोरालिया नाडा,सिणधरी,barmer,0,koshlu,chhoralia nada,sindhri,,,,,,,,,,,,,,
2564,कोशलू,मेगवालों की ढाणियां खुर्द,सिणधरी,barmer,0,koshlu,megwal's dhanians khurd,sindhri,,,,,,,,,,,,,,
2565,नेहरों की ढाणी,चिपड़ी नाडी,सिणधरी,barmer,0,nehon's dhani,chipdi nadi,sindhri,,,,,,,,,,,,,,
2566,नेहरों की ढाणी,चिपडी,सिणधरी,barmer,0,nehon's dhani,chipdi,sindhri,,,,,,,,,,,,,,
2567,नेहरों की ढाणी,सारणों का सरा,सिणधरी,barmer,0,nehon's dhani,saras of saran,sindhri,,,,,,,,,,,,,,
2568,नेहरों की ढाणी,सारणों की ढाणी,सिणधरी,barmer,0,nehon's dhani,saran's dhani,sindhri,,,,,,,,,,,,,,
2569,नेहरों की ढाणी,मेगवालो की ढाणी,सिणधरी,barmer,0,nehon's dhani,megwalo's dhani,sindhri,,,,,,,,,,,,,,
2570,नेहरों की ढाणी,गोदारों की बेरी,सिणधरी,barmer,0,nehon's dhani,godar's berry,sindhri,,,,,,,,,,,,,,
2571,नेहरों की ढाणी,आसूओं की ढाणी,सिणधरी,barmer,0,nehon's dhani,dhani of asu,sindhri,,,,,,,,,,,,,,
2572,लोलावा,औरंगाबाद,सिणधरी,barmer,0,lolava,aurangabad,sindhri,,,,,,,,,,,,,,
2573,लोलावा,लोलावा,सिणधरी,barmer,0,lolava,lolava,sindhri,,,,,,,,,,,,,,
2574,लोलावा,मोखरिया नाडा,सिणधरी,barmer,0,lolava,mokharia nada,sindhri,,,,,,,,,,,,,,
2575,लोलावा,फूलेरी,सिणधरी,barmer,0,lolava,phulery,sindhri,,,,,,,,,,,,,,
2576,लोलावा,टूकिया,सिणधरी,barmer,0,lolava,tukia,sindhri,,,,,,,,,,,,,,
2577,लोलावा,सरवणों की ढाणी,सिणधरी,barmer,0,lolava,dhani of saravan,sindhri,,,,,,,,,,,,,,
2578,लोलावा,तालबानियो की ढाणी,सिणधरी,barmer,0,lolava,talbanio dhani,sindhri,,,,,,,,,,,,,,
2579,होडू,केरलीवास,सिणधरी,barmer,0,hodu,kerylivas,sindhri,,,,,,,,,,,,,,
2580,होडू,पनोणियों का तला,सिणधरी,barmer,0,hodu,panonis fried,sindhri,,,,,,,,,,,,,,
2581,होडू,जोगासर,सिणधरी,barmer,0,hodu,jogasar,sindhri,,,,,,,,,,,,,,
2582,लूखों की ढाणी,मीठीयावास,सिणधरी,barmer,0,dhani ki dhani,mithiawas,sindhri,,,,,,,,,,,,,,
2583,लूखों की ढाणी,पोटलियों की ढाणी,सिणधरी,barmer,0,dhani ki dhani,dhani of potis,sindhri,,,,,,,,,,,,,,
2584,लूखों की ढाणी,धूरियावास,सिणधरी,barmer,0,dhani ki dhani,dhuriawas,sindhri,,,,,,,,,,,,,,
2585,सारणों का तला,सांईयों की ढाणी,सिणधरी,barmer,0,saran's fried,sai ki dhani,sindhri,,,,,,,,,,,,,,
2586,सारणों का तला,समदड़ो का तला,सिणधरी,barmer,0,saran's fried,sampadar's tala,sindhri,,,,,,,,,,,,,,
2587,सारणों का तला,जैरूपोणियों का तला,सिणधरी,barmer,0,saran's fried,jerophoban's fried,sindhri,,,,,,,,,,,,,,
2588,आडेल,रामदेवपुरा,सिणधरी,barmer,0,adel,ramdevpura,sindhri,,,,,,,,,,,,,,
2589,आडेल,वभूतासर,सिणधरी,barmer,0,adel,vabhutasar,sindhri,,,,,,,,,,,,,,
2590,आडेल,मोडाणियों की ढाणी,सिणधरी,barmer,0,adel,modani ki dhani,sindhri,,,,,,,,,,,,,,
2591,आडेल,राइको का नाडा,सिणधरी,barmer,0,adel,raiko's nada,sindhri,,,,,,,,,,,,,,
2592,आडेल,सारणों का तला,सिणधरी,barmer,0,adel,saran's fried,sindhri,,,,,,,,,,,,,,
2593,आडेल,सुथारों की बेरी,सिणधरी,barmer,0,adel,beris of suthar,sindhri,,,,,,,,,,,,,,
2594,पांयला खुर्द,अमरपुरा,सिणधरी,barmer,0,panayala khurd,amarpura,sindhri,,,,,,,,,,,,,,
2595,पांयला खुर्द,गादेसरा सिटी,सिणधरी,barmer,0,panayala khurd,gadesra city,sindhri,,,,,,,,,,,,,,
2596,पांयला खुर्द,डांगवा,सिणधरी,barmer,0,panayala khurd,dangwa,sindhri,,,,,,,,,,,,,,
2597,पांयला खुर्द,लूणाकला,सिणधरी,barmer,0,panayala khurd,lunakala,sindhri,,,,,,,,,,,,,,
2598,मोतीसरा,रामदेवरा,सिणधरी,barmer,0,motisara,ramdevra,sindhri,,,,,,,,,,,,,,
2599,मोतीसरा,महादेवपुरा,सिणधरी,barmer,0,motisara,mahadevpura,sindhri,,,,,,,,,,,,,,
2600,मोतीसरा,निम्बली,सिणधरी,barmer,0,motisara,nimbly,sindhri,,,,,,,,,,,,,,
2601,मोतीसरा,भलखाडी,सिणधरी,barmer,0,motisara,bhalkhadi,sindhri,,,,,,,,,,,,,,
2602,मोतीसरा,जैतेश्वर धाम,सिणधरी,barmer,0,motisara,jaiteshwar dham,sindhri,,,,,,,,,,,,,,
2603,सणपा मानजी,सोढों की ढाणी,सिणधरी,barmer,0,sanpa manji,sodh ki dhani,sindhri,,,,,,,,,,,,,,
2604,सणपा मानजी,साजन की ढाणी,सिणधरी,barmer,0,sanpa manji,sajan ki dhani,sindhri,,,,,,,,,,,,,,
2605,सणपा मानजी,गोदारों का सरा,सिणधरी,barmer,0,sanpa manji,goddars,sindhri,,,,,,,,,,,,,,
2606,सणपा मानजी,सणपा फांटा भोमजी,सिणधरी,barmer,0,sanpa manji,sanpa fanta bhomji,sindhri,,,,,,,,,,,,,,
2607,सणपा मानजी,भाटियों का डेर,सिणधरी,barmer,0,sanpa manji,bhatis der,sindhri,,,,,,,,,,,,,,
2608,सिंधासवा हरनियान,प्रतापगढ,गुडामालानी,barmer,0,sindhaswa harnian,pratapgarh,gudamalani,,,,,,,,,,,,,,
2609,सिंधासवा हरनियान,टाबो का धोरा,गुडामालानी,barmer,0,sindhaswa harnian,tabo dhora,gudamalani,,,,,,,,,,,,,,
2610,सिंधासवा हरनियान,जूडी,गुडामालानी,barmer,0,sindhaswa harnian,judy,gudamalani,,,,,,,,,,,,,,
2611,सिंधासवा हरनियान,प्रेमनगर,गुडामालानी,barmer,0,sindhaswa harnian,premnagar,gudamalani,,,,,,,,,,,,,,
2612,सिंधासवा हरनियान,लूम्बावास,गुडामालानी,barmer,0,sindhaswa harnian,lumbwas,gudamalani,,,,,,,,,,,,,,
2613,सिंधासवा हरनियान,पादरडी,गुडामालानी,barmer,0,sindhaswa harnian,padardi,gudamalani,,,,,,,,,,,,,,
2614,सिंधासवा हरनियान,पादरड़ी कला,गुडामालानी,barmer,0,sindhaswa harnian,padradi art,gudamalani,,,,,,,,,,,,,,
2615,सिंधासवा हरनियान,जाटो की ढाणी,गुडामालानी,barmer,0,sindhaswa harnian,jato ki dhani,gudamalani,,,,,,,,,,,,,,
2616,सिंधासवा हरनियान,बातों की ढाणी,गुडामालानी,barmer,0,sindhaswa harnian,talk dhani,gudamalani,,,,,,,,,,,,,,
2617,सिंधासवा हरनियान,सालू की ढाणी,गुडामालानी,barmer,0,sindhaswa harnian,salu ki dhani,gudamalani,,,,,,,,,,,,,,
2618,सिंधासवा हरनियान,पादरडी खुर्द,गुडामालानी,barmer,0,sindhaswa harnian,padradi khurd,gudamalani,,,,,,,,,,,,,,
2619,सिंधासवा हरनियान,अरटवाव,गुडामालानी,barmer,0,sindhaswa harnian,artvav,gudamalani,,,,,,,,,,,,,,
2620,सिंधासवा हरनियान,नया महादेव नगर,गुडामालानी,barmer,0,sindhaswa harnian,naya mahadev nagar,gudamalani,,,,,,,,,,,,,,
2621,भाखरपुरा,सिंधासवा चौहान,गुडामालानी,barmer,0,bhakharpura,sindhaswa chauhan,gudamalani,,,,,,,,,,,,,,
2622,भाखरपुरा,बारूड़ी,गुडामालानी,barmer,0,bhakharpura,baruri,gudamalani,,,,,,,,,,,,,,
2623,खारवा,दलाणियों की ढाणी,गुडामालानी,barmer,0,kharwa,dhani ki dhani,gudamalani,,,,,,,,,,,,,,
2624,खारवा,मघा की ढाणी,गुडामालानी,barmer,0,kharwa,magha ki dhani,gudamalani,,,,,,,,,,,,,,
2625,खारवा,भावाणियों की ढाणी,गुडामालानी,barmer,0,kharwa,dhani of bhawanis,gudamalani,,,,,,,,,,,,,,
2626,खारवा,वीरमाणियों की ढाणी,गुडामालानी,barmer,0,kharwa,dhani of ceramics,gudamalani,,,,,,,,,,,,,,
2627,खारवा,खारवा,गुडामालानी,barmer,0,kharwa,kharwa,gudamalani,,,,,,,,,,,,,,
2628,मंगले की बेरी,वांकलसर,गुडामालानी,barmer,0,mangle ki berry,vankalsar,gudamalani,,,,,,,,,,,,,,
2629,मंगले की बेरी,नया कुंआ,गुडामालानी,barmer,0,mangle ki berry,new well,gudamalani,,,,,,,,,,,,,,
2630,मंगले की बेरी,गोलिया गर्वा,गुडामालानी,barmer,0,mangle ki berry,golia garva,gudamalani,,,,,,,,,,,,,,
2631,मंगले की बेरी,नेहरों का वास,गुडामालानी,barmer,0,mangle ki berry,nehr's residence,gudamalani,,,,,,,,,,,,,,
2632,मंगले की बेरी,रतनासर,गुडामालानी,barmer,0,mangle ki berry,ratnasar,gudamalani,,,,,,,,,,,,,,
2633,मंगले की बेरी,देवड़ों की ढाणी,गुडामालानी,barmer,0,mangle ki berry,dead ki dhani,gudamalani,,,,,,,,,,,,,,
2634,मंगले की बेरी,मुसलमानों की ढाणी,गुडामालानी,barmer,0,mangle ki berry,muslims dhani,gudamalani,,,,,,,,,,,,,,
2635,नया नगर,गोरामाणियों की ढाणी,गुडामालानी,barmer,0,new city,goramani ki dhani,gudamalani,,,,,,,,,,,,,,
2636,नया नगर,पीराणी मुसलमानों की,गुडामालानी,barmer,0,new city,peerani muslims,gudamalani,,,,,,,,,,,,,,
2637,नया नगर,ढाणी,गुडामालानी,barmer,0,new city,dhani,gudamalani,,,,,,,,,,,,,,
2638,नया नगर,हमीरपुरा,गुडामालानी,barmer,0,new city,hamirpura,gudamalani,,,,,,,,,,,,,,
2639,नया नगर,दौलपुरा,गुडामालानी,barmer,0,new city,daulpura,gudamalani,,,,,,,,,,,,,,
2640,नया नगर,देशान्तरी नाडी,गुडामालानी,barmer,0,new city,limit nadi,gudamalani,,,,,,,,,,,,,,
2641,नया नगर,सोनाणी विश्नोई की,गुडामालानी,barmer,0,new city,sonani vishnoi's,gudamalani,,,,,,,,,,,,,,
2642,नया नगर,शिवपुरा,गुडामालानी,barmer,0,new city,shivpura,gudamalani,,,,,,,,,,,,,,
2643,नया नगर,मालियों का वास,गुडामालानी,barmer,0,new city,mali's residence,gudamalani,,,,,,,,,,,,,,
2644,नया नगर,गोगाजी का थान,गुडामालानी,barmer,0,new city,gogaji's than,gudamalani,,,,,,,,,,,,,,
2645,नगर,मालियों की ढाणी,गुडामालानी,barmer,0,city,mali dhani,gudamalani,,,,,,,,,,,,,,
2646,नगर,रावली नाडी,गुडामालानी,barmer,0,city,ravali nadi,gudamalani,,,,,,,,,,,,,,
2647,नगर,रामदेव नगर,गुडामालानी,barmer,0,city,ramdev nagar,gudamalani,,,,,,,,,,,,,,
2648,राणासर खुर्द,अणदाणियों की बेरी,गुडामालानी,barmer,0,ranasar khurd,berry ki berry,gudamalani,,,,,,,,,,,,,,
2649,राणासर खुर्द,खडाली,गुडामालानी,barmer,0,ranasar khurd,khadali,gudamalani,,,,,,,,,,,,,,
2650,राणासर खुर्द,नई खडाली,गुडामालानी,barmer,0,ranasar khurd,new khadali,gudamalani,,,,,,,,,,,,,,
2651,राणासर खुर्द,देवलनगर,गुडामालानी,barmer,0,ranasar khurd,devalnagar,gudamalani,,,,,,,,,,,,,,
2652,बारासण,भीलो की ढाणी,गुडामालानी,barmer,0,barasana,bhilo ki dhani,gudamalani,,,,,,,,,,,,,,
2653,बारासण,गोदारो की बस्ती,गुडामालानी,barmer,0,barasana,godaro basti,gudamalani,,,,,,,,,,,,,,
2654,बारासण,जीवाणियो की ढाणी,गुडामालानी,barmer,0,barasana,dhani ki dhani,gudamalani,,,,,,,,,,,,,,
2655,बारासण,बोरली,गुडामालानी,barmer,0,barasana,borli,gudamalani,,,,,,,,,,,,,,
